000035,Bacillus bombysepticus,B. bombysepticus,000035.txt,000035_abbreviated.txt
000036,Lactiplantibacillus plantarum,L. plantarum,000036.txt,000036_abbreviated.txt
000037,Klebsiella quasipneumoniae,K. quasipneumoniae,000037.txt,000037_abbreviated.txt
000038,Haemophilus influenzae,H. influenzae,000038.txt,000038_abbreviated.txt
000039,Yersinia pestis,Y. pestis,000039.txt,000039_abbreviated.txt
000040,Klebsiella variicola,K. variicola,000040.txt,000040_abbreviated.txt
000041,Bacillus velezensis,B. velezensis,000041.txt,000041_abbreviated.txt
000042,Cronobacter sakazakii,C. sakazakii,000042.txt,000042_abbreviated.txt
000043,Bacillus subtilis,B. subtilis,000043.txt,000043_abbreviated.txt
000044,Serratia marcescens,S. marcescens,000044.txt,000044_abbreviated.txt
000045,Xanthomonas oryzae,X. oryzae,000045.txt,000045_abbreviated.txt
000046,Bacillus anthracis,B. anthracis,000046.txt,000046_abbreviated.txt
000047,Streptococcus equi,S. equi,000047.txt,000047_abbreviated.txt
000048,Staphylococcus haemolyticus,S. haemolyticus,000048.txt,000048_abbreviated.txt
000049,Bifidobacterium longum,B. longum,000049.txt,000049_abbreviated.txt
000050,Leptospira interrogans,L. interrogans,000050.txt,000050_abbreviated.txt
000051,Burkholderia ubonensis,B. ubonensis,000051.txt,000051_abbreviated.txt
000052,Cutibacterium acnes,C. acnes,000052.txt,000052_abbreviated.txt
000053,Pseudomonas avellanae,P. avellanae,000053.txt,000053_abbreviated.txt
000054,Corynebacterium diphtheriae,C. diphtheriae,000054.txt,000054_abbreviated.txt
000055,Proteus mirabilis,P. mirabilis,000055.txt,000055_abbreviated.txt
000056,Acinetobacter pittii,A. pittii,000056.txt,000056_abbreviated.txt
000057,Klebsiella aerogenes,K. aerogenes,000057.txt,000057_abbreviated.txt
000058,Staphylococcus pseudintermedius,S. pseudintermedius,000058.txt,000058_abbreviated.txt
000059,Pasteurella multocida,P. multocida,000059.txt,000059_abbreviated.txt
000060,Citrobacter freundii,C. freundii,000060.txt,000060_abbreviated.txt
000061,Bacillus toyonensis,B. toyonensis,000061.txt,000061_abbreviated.txt
000062,Burkholderia cenocepacia,B. cenocepacia,000062.txt,000062_abbreviated.txt
000063,Streptococcus mutans,S. mutans,000063.txt,000063_abbreviated.txt
000064,Burkholderia gladioli,B. gladioli,000064.txt,000064_abbreviated.txt
000065,Enterococcus lactis,E. lactis,000065.txt,000065_abbreviated.txt
000066,Bacillus thuringiensis,B. thuringiensis,000066.txt,000066_abbreviated.txt
000067,Sinorhizobium meliloti,S. meliloti,000067.txt,000067_abbreviated.txt
000068,Oenococcus oeni,O. oeni,000068.txt,000068_abbreviated.txt
000069,Clostridium beijerinckii,C. beijerinckii,000069.txt,000069_abbreviated.txt
000070,Agrobacterium tumefaciens,A. tumefaciens,000070.txt,000070_abbreviated.txt
000071,Stenotrophomonas maltophilia,S. maltophilia,000071.txt,000071_abbreviated.txt
000072,Xanthomonas perforans,X. perforans,000072.txt,000072_abbreviated.txt
000073,Burkholderia multivorans,B. multivorans,000073.txt,000073_abbreviated.txt
000074,Pseudomonas amygdali,P. amygdali,000074.txt,000074_abbreviated.txt
000075,Lacticaseibacillus paracasei,L. paracasei,000075.txt,000075_abbreviated.txt
000076,Bacillus wiedmannii,B. wiedmannii,000076.txt,000076_abbreviated.txt
000077,Rhodophyticola sp007827395,R. sp007827395,000077.txt,000077_abbreviated.txt
000078,Klebsiella michiganensis,K. michiganensis,000078.txt,000078_abbreviated.txt
000079,Bacillus cereus,B. cereus,000079.txt,000079_abbreviated.txt
000080,Lacticaseibacillus rhamnosus,L. rhamnosus,000080.txt,000080_abbreviated.txt
000081,Xanthomonas citri,X. citri,000081.txt,000081_abbreviated.txt
000082,Bacillus paranthracis,B. paranthracis,000082.txt,000082_abbreviated.txt
000083,Acinetobacter nosocomialis,A. nosocomialis,000083.txt,000083_abbreviated.txt
000084,Mycobacterium avium,M. avium,000084.txt,000084_abbreviated.txt
000085,Bacteroides uniformis,B. uniformis,000085.txt,000085_abbreviated.txt
000086,Moraxella catarrhalis,M. catarrhalis,000086.txt,000086_abbreviated.txt
000087,Clostridium perfringens,C. perfringens,000087.txt,000087_abbreviated.txt
000088,Mannheimia haemolytica,M. haemolytica,000088.txt,000088_abbreviated.txt
000089,Vibrio vulnificus,V. vulnificus,000089.txt,000089_abbreviated.txt
000090,Bacillus licheniformis,B. licheniformis,000090.txt,000090_abbreviated.txt
000091,Lactococcus lactis,L. lactis,000091.txt,000091_abbreviated.txt
000092,Mycoplasmoides pneumoniae,M. pneumoniae,000092.txt,000092_abbreviated.txt
000093,Yersinia enterocolitica,Y. enterocolitica,000093.txt,000093_abbreviated.txt
000094,Agrobacterium sp000192635,A. sp000192635,000094.txt,000094_abbreviated.txt
000095,Enterococcus hirae,E. hirae,000095.txt,000095_abbreviated.txt
000096,Burkholderia cepacia,B. cepacia,000096.txt,000096_abbreviated.txt
000097,Ligilactobacillus salivarius,L. salivarius,000097.txt,000097_abbreviated.txt
000098,Chlamydia trachomatis,C. trachomatis,000098.txt,000098_abbreviated.txt
000099,Rhizobium ruizarguesonis,R. ruizarguesonis,000099.txt,000099_abbreviated.txt
000100,Bacteroides fragilis,B. fragilis,000100.txt,000100_abbreviated.txt
000101,Clostridium botulinum,C. botulinum,000101.txt,000101_abbreviated.txt
000102,Staphylococcus hominis,S. hominis,000102.txt,000102_abbreviated.txt
000103,Klebsiella grimontii,K. grimontii,000103.txt,000103_abbreviated.txt
000104,Pediococcus acidilactici,P. acidilactici,000104.txt,000104_abbreviated.txt
000105,Bacillus pumilus,B. pumilus,000105.txt,000105_abbreviated.txt
000106,Enterobacter roggenkampii,E. roggenkampii,000106.txt,000106_abbreviated.txt
000107,Pseudomonas stutzeri,P. stutzeri,000107.txt,000107_abbreviated.txt
000108,Staphylococcus argenteus,S. argenteus,000108.txt,000108_abbreviated.txt
000109,Erwinia amylovora,E. amylovora,000109.txt,000109_abbreviated.txt
000110,Parabacteroides distasonis,P. distasonis,000110.txt,000110_abbreviated.txt
000111,Staphylococcus saprophyticus,S. saprophyticus,000111.txt,000111_abbreviated.txt
000112,Phocaeicola vulgatus,P. vulgatus,000112.txt,000112_abbreviated.txt
000113,Priestia megaterium,P. megaterium,000113.txt,000113_abbreviated.txt
000114,Lactobacillus helveticus,L. helveticus,000114.txt,000114_abbreviated.txt
000115,Lactobacillus crispatus,L. crispatus,000115.txt,000115_abbreviated.txt
000116,Acinetobacter indicus,A. indicus,000116.txt,000116_abbreviated.txt
000117,Flavobacterium psychrophilum,F. psychrophilum,000117.txt,000117_abbreviated.txt
000118,Ralstonia pseudosolanacearum,R. pseudosolanacearum,000118.txt,000118_abbreviated.txt
000119,Corynebacterium pseudotuberculosis,C. pseudotuberculosis,000119.txt,000119_abbreviated.txt
000120,Staphylococcus capitis,S. capitis,000120.txt,000120_abbreviated.txt
000121,Akkermansia muciniphila,A. muciniphila,000121.txt,000121_abbreviated.txt
000122,Enterococcus durans,E. durans,000122.txt,000122_abbreviated.txt
000123,Limosilactobacillus reuteri,L. reuteri,000123.txt,000123_abbreviated.txt
000124,Aeromonas veronii,A. veronii,000124.txt,000124_abbreviated.txt
000125,Klebsiella oxytoca,K. oxytoca,000125.txt,000125_abbreviated.txt
000126,Bacillus pseudomycoides,B. pseudomycoides,000126.txt,000126_abbreviated.txt
000127,Enterobacter cloacae,E. cloacae,000127.txt,000127_abbreviated.txt
000128,Citrobacter braakii,C. braakii,000128.txt,000128_abbreviated.txt
000129,Bifidobacterium breve,B. breve,000129.txt,000129_abbreviated.txt
000130,Xanthomonas arboricola,X. arboricola,000130.txt,000130_abbreviated.txt
000131,Burkholderia stagnalis,B. stagnalis,000131.txt,000131_abbreviated.txt
000132,Enterobacter kobei,E. kobei,000132.txt,000132_abbreviated.txt
000133,Streptococcus dysgalactiae,S. dysgalactiae,000133.txt,000133_abbreviated.txt
000134,Agathobacter rectalis,A. rectalis,000134.txt,000134_abbreviated.txt
000135,Glaesserella parasuis,G. parasuis,000135.txt,000135_abbreviated.txt
000136,Xanthomonas vasicola,X. vasicola,000136.txt,000136_abbreviated.txt
000137,Bifidobacterium bifidum,B. bifidum,000137.txt,000137_abbreviated.txt
000138,Vibrio anguillarum,V. anguillarum,000138.txt,000138_abbreviated.txt
000139,Listeria seeligeri,L. seeligeri,000139.txt,000139_abbreviated.txt
000140,Pseudomonas syringae,P. syringae,000140.txt,000140_abbreviated.txt
000141,Ruminococcus sp900317315,R. sp900317315,000141.txt,000141_abbreviated.txt
000142,Prevotella copri,P. copri,000142.txt,000142_abbreviated.txt
000143,Staphylococcus chromogenes,S. chromogenes,000143.txt,000143_abbreviated.txt
000144,Streptococcus thermophilus,S. thermophilus,000144.txt,000144_abbreviated.txt
000145,Xylella fastidiosa,X. fastidiosa,000145.txt,000145_abbreviated.txt
000146,Borreliella burgdorferi,B. burgdorferi,000146.txt,000146_abbreviated.txt
000147,Escherichia albertii,E. albertii,000147.txt,000147_abbreviated.txt
000148,Pantoea agglomerans,P. agglomerans,000148.txt,000148_abbreviated.txt
000149,Bacteroides xylanisolvens,B. xylanisolvens,000149.txt,000149_abbreviated.txt
000150,Elizabethkingia anophelis,E. anophelis,000150.txt,000150_abbreviated.txt
000151,Bacillus tropicus,B. tropicus,000151.txt,000151_abbreviated.txt
000152,Streptococcus pseudopneumoniae,S. pseudopneumoniae,000152.txt,000152_abbreviated.txt
000153,Xanthomonas phaseoli,X. phaseoli,000153.txt,000153_abbreviated.txt
000154,Micrococcus luteus,M. luteus,000154.txt,000154_abbreviated.txt
000155,Bacillus altitudinis,B. altitudinis,000155.txt,000155_abbreviated.txt
000156,Streptococcus iniae,S. iniae,000156.txt,000156_abbreviated.txt
000157,Mycoplasmopsis bovis,M. bovis,000157.txt,000157_abbreviated.txt
000158,Vibrio splendidus,V. splendidus,000158.txt,000158_abbreviated.txt
000159,Salmonella diarizonae,S. diarizonae,000159.txt,000159_abbreviated.txt
000160,Aeromonas hydrophila,A. hydrophila,000160.txt,000160_abbreviated.txt
000161,Listeria booriae,L. booriae,000161.txt,000161_abbreviated.txt
000162,Streptococcus salivarius,S. salivarius,000162.txt,000162_abbreviated.txt
000163,Burkholderia vietnamiensis,B. vietnamiensis,000163.txt,000163_abbreviated.txt
000164,Vibrio lentus,V. lentus,000164.txt,000164_abbreviated.txt
000165,Rhizobium rhizogenes,R. rhizogenes,000165.txt,000165_abbreviated.txt
000166,Piscirickettsia salmonis,P. salmonis,000166.txt,000166_abbreviated.txt
000167,Streptomyces albidoflavus,S. albidoflavus,000167.txt,000167_abbreviated.txt
000168,Vibrio crassostreae,V. crassostreae,000168.txt,000168_abbreviated.txt
000169,Ruminococcus gnavus,R. gnavus,000169.txt,000169_abbreviated.txt
000170,Rhizobium leguminosarum,R. leguminosarum,000170.txt,000170_abbreviated.txt
000171,Bifidobacterium animalis,B. animalis,000171.txt,000171_abbreviated.txt
000172,Bifidobacterium pseudocatenulatum,B. pseudocatenulatum,000172.txt,000172_abbreviated.txt
000173,Bordetella holmesii,B. holmesii,000173.txt,000173_abbreviated.txt
000174,Treponema pallidum,T. pallidum,000174.txt,000174_abbreviated.txt
000175,Leuconostoc mesenteroides,L. mesenteroides,000175.txt,000175_abbreviated.txt
000176,Vibrio cyclitrophicus,V. cyclitrophicus,000176.txt,000176_abbreviated.txt
000177,Leclercia adecarboxylata,L. adecarboxylata,000177.txt,000177_abbreviated.txt
000178,Serratia nematodiphila,S. nematodiphila,000178.txt,000178_abbreviated.txt
000179,Raoultella ornithinolytica,R. ornithinolytica,000179.txt,000179_abbreviated.txt
000180,Bacillus paralicheniformis,B. paralicheniformis,000180.txt,000180_abbreviated.txt
000181,Morganella morganii,M. morganii,000181.txt,000181_abbreviated.txt
000182,Clostridium sporogenes,C. sporogenes,000182.txt,000182_abbreviated.txt
000183,Limosilactobacillus fermentum,L. fermentum,000183.txt,000183_abbreviated.txt
000184,Bifidobacterium adolescentis,B. adolescentis,000184.txt,000184_abbreviated.txt
000185,Citrobacter portucalensis,C. portucalensis,000185.txt,000185_abbreviated.txt
000186,Pelagibacter sp003209915,P. sp003209915,000186.txt,000186_abbreviated.txt
000187,Pseudomonas hunanensis,P. hunanensis,000187.txt,000187_abbreviated.txt
000188,Lactobacillus delbrueckii,L. delbrueckii,000188.txt,000188_abbreviated.txt
000189,Escherichia marmotae,E. marmotae,000189.txt,000189_abbreviated.txt
000190,Bacillus nitratireducens,B. nitratireducens,000190.txt,000190_abbreviated.txt
000191,Pseudomonas tremae,P. tremae,000191.txt,000191_abbreviated.txt
000192,Phocaeicola dorei,P. dorei,000192.txt,000192_abbreviated.txt
000193,Agrobacterium pusense,A. pusense,000193.txt,000193_abbreviated.txt
000194,Rickettsia rickettsii,R. rickettsii,000194.txt,000194_abbreviated.txt
000195,Acinetobacter radioresistens,A. radioresistens,000195.txt,000195_abbreviated.txt
000196,Bacillus mycoides,B. mycoides,000196.txt,000196_abbreviated.txt
000197,Staphylococcus simulans,S. simulans,000197.txt,000197_abbreviated.txt
000198,Aeromonas caviae,A. caviae,000198.txt,000198_abbreviated.txt
000199,Fusicatenibacter saccharivorans,F. saccharivorans,000199.txt,000199_abbreviated.txt
000200,Escherichia fergusonii,E. fergusonii,000200.txt,000200_abbreviated.txt
000201,Bacteroides ovatus,B. ovatus,000201.txt,000201_abbreviated.txt
000202,Enterobacter ludwigii,E. ludwigii,000202.txt,000202_abbreviated.txt
000203,Aggregatibacter actinomycetemcomitans,A. actinomycetemcomitans,000203.txt,000203_abbreviated.txt
000204,Sphingomonas koreensis,S. koreensis,000204.txt,000204_abbreviated.txt
000205,Corynebacterium glutamicum,C. glutamicum,000205.txt,000205_abbreviated.txt
000206,Vibrio alginolyticus,V. alginolyticus,000206.txt,000206_abbreviated.txt
000207,Burkholderia ambifaria,B. ambifaria,000207.txt,000207_abbreviated.txt
000208,Bacillus safensis,B. safensis,000208.txt,000208_abbreviated.txt
000209,Pseudomonas carnis,P. carnis,000209.txt,000209_abbreviated.txt
000210,Bifidobacterium globosum,B. globosum,000210.txt,000210_abbreviated.txt
000211,Akkermansia sp004167605,A. sp004167605,000211.txt,000211_abbreviated.txt
000212,Prochlorococcus sp000635495,P. sp000635495,000212.txt,000212_abbreviated.txt
000213,Aeromonas salmonicida,A. salmonicida,000213.txt,000213_abbreviated.txt
000214,Acinetobacter sp002018365,A. sp002018365,000214.txt,000214_abbreviated.txt
000215,Levilactobacillus brevis,L. brevis,000215.txt,000215_abbreviated.txt
000216,Pantoea ananatis,P. ananatis,000216.txt,000216_abbreviated.txt
000217,Coxiella burnetii,C. burnetii,000217.txt,000217_abbreviated.txt
000218,Yersinia ruckeri,Y. ruckeri,000218.txt,000218_abbreviated.txt
000219,Enterobacter bugandensis,E. bugandensis,000219.txt,000219_abbreviated.txt
000220,Raoultella terrigena,R. terrigena,000220.txt,000220_abbreviated.txt
000221,Ralstonia solanacearum,R. solanacearum,000221.txt,000221_abbreviated.txt
000222,Acinetobacter ursingii,A. ursingii,000222.txt,000222_abbreviated.txt
000223,Staphylococcus lugdunensis,S. lugdunensis,000223.txt,000223_abbreviated.txt
000224,Porphyromonas gingivalis,P. gingivalis,000224.txt,000224_abbreviated.txt
000225,Salmonella arizonae,S. arizonae,000225.txt,000225_abbreviated.txt
000226,Pseudomonas chlororaphis,P. chlororaphis,000226.txt,000226_abbreviated.txt
000227,Acinetobacter junii,A. junii,000227.txt,000227_abbreviated.txt
000228,Clostridium saccharobutylicum,C. saccharobutylicum,000228.txt,000228_abbreviated.txt
000229,Chlorobium sp903895195,C. sp903895195,000229.txt,000229_abbreviated.txt
000230,Serratia ureilytica,S. ureilytica,000230.txt,000230_abbreviated.txt
000231,Chlamydophila psittaci,C. psittaci,000231.txt,000231_abbreviated.txt
000232,Streptococcus anginosus,S. anginosus,000232.txt,000232_abbreviated.txt
000233,Staphylococcus sciuri,S. sciuri,000233.txt,000233_abbreviated.txt
000234,Xanthomonas campestris,X. campestris,000234.txt,000234_abbreviated.txt
000235,Pectobacterium carotovorum,P. carotovorum,000235.txt,000235_abbreviated.txt
000236,Mesorhizobium sp002294985,M. sp002294985,000236.txt,000236_abbreviated.txt
000237,Achromobacter xylosoxidans,A. xylosoxidans,000237.txt,000237_abbreviated.txt
000238,Mycobacterium chelonae,M. chelonae,000238.txt,000238_abbreviated.txt
000239,Mesorhizobium wenxiniae,M. wenxiniae,000239.txt,000239_abbreviated.txt
000240,Burkholderia contaminans,B. contaminans,000240.txt,000240_abbreviated.txt
000241,Campylobacter fetus,C. fetus,000241.txt,000241_abbreviated.txt
000242,Sinorhizobium medicae,S. medicae,000242.txt,000242_abbreviated.txt
000243,Listeria innocua,L. innocua,000243.txt,000243_abbreviated.txt
000244,Salmonella houtenae,S. houtenae,000244.txt,000244_abbreviated.txt
000245,Enterococcus casseliflavus,E. casseliflavus,000245.txt,000245_abbreviated.txt
000246,Pseudomonas protegens,P. protegens,000246.txt,000246_abbreviated.txt
000247,Gallionella sp903885165,G. sp903885165,000247.txt,000247_abbreviated.txt
000248,Xanthomonas fragariae,X. fragariae,000248.txt,000248_abbreviated.txt
000249,CAG-791 sp900317555,CAG-791 sp900317555,000249.txt,000249_abbreviated.txt
000250,PALSA-747 sp903899375,PALSA-747 sp903899375,000250.txt,000250_abbreviated.txt
000251,Vibrio breoganii,V. breoganii,000251.txt,000251_abbreviated.txt
000252,Staphylococcus warneri,S. warneri,000252.txt,000252_abbreviated.txt
000253,Chlorobium sp005843835,C. sp005843835,000253.txt,000253_abbreviated.txt
000254,Paraclostridium sordellii,P. sordellii,000254.txt,000254_abbreviated.txt
000255,Mesorhizobium muleiense,M. muleiense,000255.txt,000255_abbreviated.txt
000256,Parabacteroides merdae,P. merdae,000256.txt,000256_abbreviated.txt
000257,Blautia wexlerae,B. wexlerae,000257.txt,000257_abbreviated.txt
000258,Ruminococcus bromii,R. bromii,000258.txt,000258_abbreviated.txt
000259,Aliivibrio fischeri,A. fischeri,000259.txt,000259_abbreviated.txt
000260,GCF-000787395 sp000787395,GCF-000787395 sp000787395,000260.txt,000260_abbreviated.txt
000261,Borreliella garinii,B. garinii,000261.txt,000261_abbreviated.txt
000262,Chryseobacterium indologenes,C. indologenes,000262.txt,000262_abbreviated.txt
000263,Streptococcus gordonii,S. gordonii,000263.txt,000263_abbreviated.txt
000264,Chlamydophila abortus,C. abortus,000264.txt,000264_abbreviated.txt
000265,Rathayibacter sp002930885,R. sp002930885,000265.txt,000265_abbreviated.txt
000266,Bacteroides stercoris,B. stercoris,000266.txt,000266_abbreviated.txt
000267,Lactobacillus johnsonii,L. johnsonii,000267.txt,000267_abbreviated.txt
000268,Epibacterium mobile,E. mobile,000268.txt,000268_abbreviated.txt
000269,Ruminococcus sp900316555,R. sp900316555,000269.txt,000269_abbreviated.txt
000270,Ochrobactrum intermedium,O. intermedium,000270.txt,000270_abbreviated.txt
000271,Acinetobacter haemolyticus,A. haemolyticus,000271.txt,000271_abbreviated.txt
000272,Leptospira borgpetersenii,L. borgpetersenii,000272.txt,000272_abbreviated.txt
000273,Riemerella anatipestifer,R. anatipestifer,000273.txt,000273_abbreviated.txt
000274,Latilactobacillus sakei,L. sakei,000274.txt,000274_abbreviated.txt
000275,Clostridium butyricum,C. butyricum,000275.txt,000275_abbreviated.txt
000276,Bacteroides caccae,B. caccae,000276.txt,000276_abbreviated.txt
000277,Cronobacter malonaticus,C. malonaticus,000277.txt,000277_abbreviated.txt
000278,Alteromonas macleodii,A. macleodii,000278.txt,000278_abbreviated.txt
000279,Ligilactobacillus murinus,L. murinus,000279.txt,000279_abbreviated.txt
000280,Mediterraneibacter faecis,M. faecis,000280.txt,000280_abbreviated.txt
000281,Burkholderia thailandensis,B. thailandensis,000281.txt,000281_abbreviated.txt
000282,Pseudomonas nitrititolerans,P. nitrititolerans,000282.txt,000282_abbreviated.txt
000283,Macrococcus caseolyticus,M. caseolyticus,000283.txt,000283_abbreviated.txt
000284,Mycobacterium intracellulare,M. intracellulare,000284.txt,000284_abbreviated.txt
000285,PALSA-747 sp903897155,PALSA-747 sp903897155,000285.txt,000285_abbreviated.txt
000286,Geothrix sp903857495,G. sp903857495,000286.txt,000286_abbreviated.txt
000287,Elizabethkingia meningoseptica,E. meningoseptica,000287.txt,000287_abbreviated.txt
000288,Xanthomonas translucens,X. translucens,000288.txt,000288_abbreviated.txt
000289,Streptococcus sobrinus,S. sobrinus,000289.txt,000289_abbreviated.txt
000290,Ligilactobacillus ruminis,L. ruminis,000290.txt,000290_abbreviated.txt
000291,Chlorobium sp005843825,C. sp005843825,000291.txt,000291_abbreviated.txt
000292,UBA4334 sp900316505,U. sp900316505,000292.txt,000292_abbreviated.txt
000293,Histophilus somni,H. somni,000293.txt,000293_abbreviated.txt
000294,Novosphingobium capsulatum,N. capsulatum,000294.txt,000294_abbreviated.txt
000295,Pseudomonas asiatica,P. asiatica,000295.txt,000295_abbreviated.txt
000296,Photobacterium damselae,P. damselae,000296.txt,000296_abbreviated.txt
000297,Streptomyces rimosus,S. rimosus,000297.txt,000297_abbreviated.txt
000298,Bifidobacterium vaginale,B. vaginale,000298.txt,000298_abbreviated.txt
000299,Enterococcus gallinarum,E. gallinarum,000299.txt,000299_abbreviated.txt
000300,Micromonospora arenicola,M. arenicola,000300.txt,000300_abbreviated.txt
000301,RC9 sp900317925,R. sp900317925,000301.txt,000301_abbreviated.txt
000302,Streptococcus sp001556435,S. sp001556435,000302.txt,000302_abbreviated.txt
000303,CAG-791 sp900320325,CAG-791 sp900320325,000303.txt,000303_abbreviated.txt
000304,Rhizobium laguerreae,R. laguerreae,000304.txt,000304_abbreviated.txt
000305,Acinetobacter johnsonii,A. johnsonii,000305.txt,000305_abbreviated.txt
000306,Rhizobium sp900469175,R. sp900469175,000306.txt,000306_abbreviated.txt
000307,Enterococcus cecorum,E. cecorum,000307.txt,000307_abbreviated.txt
000308,Anaerostipes hadrus,A. hadrus,000308.txt,000308_abbreviated.txt
000309,Enterobacter asburiae,E. asburiae,000309.txt,000309_abbreviated.txt
000310,Bacteroides thetaiotaomicron,B. thetaiotaomicron,000310.txt,000310_abbreviated.txt
000311,Eggerthella lenta,E. lenta,000311.txt,000311_abbreviated.txt
000312,Aliarcobacter butzleri,A. butzleri,000312.txt,000312_abbreviated.txt
000313,Pseudomonas cerasi,P. cerasi,000313.txt,000313_abbreviated.txt
000314,Rhodococcus qingshengii,R. qingshengii,000314.txt,000314_abbreviated.txt
000315,Ochrobactrum anthropi,O. anthropi,000315.txt,000315_abbreviated.txt
000316,Sharpea azabuensis,S. azabuensis,000316.txt,000316_abbreviated.txt
000317,CAIVUX01 sp903909215,C. sp903909215,000317.txt,000317_abbreviated.txt
000318,Citrobacter amalonaticus,C. amalonaticus,000318.txt,000318_abbreviated.txt
000319,Acinetobacter variabilis,A. variabilis,000319.txt,000319_abbreviated.txt
000320,Weissella cibaria,W. cibaria,000320.txt,000320_abbreviated.txt
000321,Bacteroides salyersiae,B. salyersiae,000321.txt,000321_abbreviated.txt
000322,Pediococcus pentosaceus,P. pentosaceus,000322.txt,000322_abbreviated.txt
000323,CAIOZY01 sp903834135,C. sp903834135,000323.txt,000323_abbreviated.txt
000324,Citrobacter koseri,C. koseri,000324.txt,000324_abbreviated.txt
000325,Lactobacillus acidophilus,L. acidophilus,000325.txt,000325_abbreviated.txt
000326,Fusobacterium necrophorum,F. necrophorum,000326.txt,000326_abbreviated.txt
000327,Shewanella algae,S. algae,000327.txt,000327_abbreviated.txt
000328,Clavibacter michiganensis,C. michiganensis,000328.txt,000328_abbreviated.txt
000329,Thermus scotoductus,T. scotoductus,000329.txt,000329_abbreviated.txt
000330,Streptococcus intermedius,S. intermedius,000330.txt,000330_abbreviated.txt
000331,Mesorhizobium sp006442685,M. sp006442685,000331.txt,000331_abbreviated.txt
000332,Clostridium tetani,C. tetani,000332.txt,000332_abbreviated.txt
000333,Faecalibacillus intestinalis,F. intestinalis,000333.txt,000333_abbreviated.txt
000334,CAINMN01 sp903838355,C. sp903838355,000334.txt,000334_abbreviated.txt
000335,Polynucleobacter sp903935355,P. sp903935355,000335.txt,000335_abbreviated.txt
000336,Alcanivorax sp002354605,A. sp002354605,000336.txt,000336_abbreviated.txt
000337,Streptococcus sanguinis,S. sanguinis,000337.txt,000337_abbreviated.txt
000338,Rhodococcus hoagii,R. hoagii,000338.txt,000338_abbreviated.txt
000339,Acinetobacter towneri,A. towneri,000339.txt,000339_abbreviated.txt
000340,Stenotrophomonas geniculata,S. geniculata,000340.txt,000340_abbreviated.txt
000341,Campylobacter concisus,C. concisus,000341.txt,000341_abbreviated.txt
000342,Ralstonia pickettii,R. pickettii,000342.txt,000342_abbreviated.txt
000343,UBA2013 sp003489145,U. sp003489145,000343.txt,000343_abbreviated.txt
000344,Leptospira santarosai,L. santarosai,000344.txt,000344_abbreviated.txt
000345,Staphylococcus equorum,S. equorum,000345.txt,000345_abbreviated.txt
000346,Legionella fraseri,L. fraseri,000346.txt,000346_abbreviated.txt
